Channel , Theta ,Alpha ,Low beta ,High beta , Gamma 
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
T7,250.8849598524556,155.30986537269087,71.06846560846003,60.95110292799943,38.77425507739641,
Pz,8.364189606019648,5.109479350715729,2.4630988873541,3.326190023411119,7.5811736024966025,
T8,282.37805864358586,68.82912016151441,44.8712586731889,34.76601772321845,88.3217664869987,
AF4,141.69774713255904,146.75981562573185,76.7296881483689,27.478514233467116,69.14963612342643,
AF3,193.03141331994553,134.88054697554338,62.708292528146316,39.10344729299597,52.89059916150888,
