Channel , Theta ,Alpha ,Low beta ,High beta , Gamma 
T7,94.01624629303414,171.0310845818049,129.2514017171438,56.148958354095335,71.8604828074038,
Pz,203.64461946774952,264.52604529080054,219.58294867980334,114.2947357314044,135.3191106403522,
T8,202.1434768608707,339.82100176340987,363.06990343503526,146.22232466340802,150.212601904511,
AF4,21.06989982402843,15.681647197610907,16.294071631119436,31.28020205509062,12.363095598576088,
AF3,89.3762928662919,26.553927975067946,30.465585265340035,20.370951631004868,13.024649699933425,
T7,94.01624629303414,171.0310845818049,129.2514017171438,56.148958354095335,71.8604828074038,
Pz,203.64461946774952,264.52604529080054,219.58294867980334,114.2947357314044,135.3191106403522,
T8,202.1434768608707,339.82100176340987,363.06990343503526,146.22232466340802,150.212601904511,
AF4,21.06989982402843,15.681647197610907,16.294071631119436,31.28020205509062,12.363095598576088,
AF3,89.3762928662919,26.553927975067946,30.465585265340035,20.370951631004868,13.024649699933425,
T7,94.01624629303414,171.0310845818049,129.2514017171438,56.148958354095335,71.8604828074038,
Pz,203.64461946774952,264.52604529080054,219.58294867980334,114.2947357314044,135.3191106403522,
T8,202.1434768608707,339.82100176340987,363.06990343503526,146.22232466340802,150.212601904511,
AF4,21.06989982402843,15.681647197610907,16.294071631119436,31.28020205509062,12.363095598576088,
AF3,89.3762928662919,26.553927975067946,30.465585265340035,20.370951631004868,13.024649699933425,
T7,94.01624629303414,171.0310845818049,129.2514017171438,56.148958354095335,71.8604828074038,
Pz,203.64461946774952,264.52604529080054,219.58294867980334,114.2947357314044,135.3191106403522,
T8,202.1434768608707,339.82100176340987,363.06990343503526,146.22232466340802,150.212601904511,
AF4,21.06989982402843,15.681647197610907,16.294071631119436,31.28020205509062,12.363095598576088,
AF3,89.3762928662919,26.553927975067946,30.465585265340035,20.370951631004868,13.024649699933425,
T7,94.01624629303414,171.0310845818049,129.2514017171438,56.148958354095335,71.8604828074038,
Pz,203.64461946774952,264.52604529080054,219.58294867980334,114.2947357314044,135.3191106403522,
T8,202.1434768608707,339.82100176340987,363.06990343503526,146.22232466340802,150.212601904511,
AF4,21.06989982402843,15.681647197610907,16.294071631119436,31.28020205509062,12.363095598576088,
AF3,89.3762928662919,26.553927975067946,30.465585265340035,20.370951631004868,13.024649699933425,
T7,94.01624629303414,171.0310845818049,129.2514017171438,56.148958354095335,71.8604828074038,
Pz,203.64461946774952,264.52604529080054,219.58294867980334,114.2947357314044,135.3191106403522,
T8,202.1434768608707,339.82100176340987,363.06990343503526,146.22232466340802,150.212601904511,
AF4,21.06989982402843,15.681647197610907,16.294071631119436,31.28020205509062,12.363095598576088,
AF3,89.3762928662919,26.553927975067946,30.465585265340035,20.370951631004868,13.024649699933425,
T7,94.01624629303414,171.0310845818049,129.2514017171438,56.148958354095335,71.8604828074038,
Pz,203.64461946774952,264.52604529080054,219.58294867980334,114.2947357314044,135.3191106403522,
T8,202.1434768608707,339.82100176340987,363.06990343503526,146.22232466340802,150.212601904511,
AF4,21.06989982402843,15.681647197610907,16.294071631119436,31.28020205509062,12.363095598576088,
AF3,89.3762928662919,26.553927975067946,30.465585265340035,20.370951631004868,13.024649699933425,
T7,94.01624629303414,171.0310845818049,129.2514017171438,56.148958354095335,71.8604828074038,
Pz,203.64461946774952,264.52604529080054,219.58294867980334,114.2947357314044,135.3191106403522,
T8,202.1434768608707,339.82100176340987,363.06990343503526,146.22232466340802,150.212601904511,
AF4,21.06989982402843,15.681647197610907,16.294071631119436,31.28020205509062,12.363095598576088,
AF3,89.3762928662919,26.553927975067946,30.465585265340035,20.370951631004868,13.024649699933425,
T7,94.01624629303414,171.0310845818049,129.2514017171438,56.148958354095335,71.8604828074038,
Pz,203.64461946774952,264.52604529080054,219.58294867980334,114.2947357314044,135.3191106403522,
T8,202.1434768608707,339.82100176340987,363.06990343503526,146.22232466340802,150.212601904511,
AF4,21.06989982402843,15.681647197610907,16.294071631119436,31.28020205509062,12.363095598576088,
AF3,89.3762928662919,26.553927975067946,30.465585265340035,20.370951631004868,13.024649699933425,
T7,94.01624629303414,171.0310845818049,129.2514017171438,56.148958354095335,71.8604828074038,
Pz,203.64461946774952,264.52604529080054,219.58294867980334,114.2947357314044,135.3191106403522,
T8,202.1434768608707,339.82100176340987,363.06990343503526,146.22232466340802,150.212601904511,
AF4,21.06989982402843,15.681647197610907,16.294071631119436,31.28020205509062,12.363095598576088,
AF3,89.3762928662919,26.553927975067946,30.465585265340035,20.370951631004868,13.024649699933425,
T7,94.01624629303414,171.0310845818049,129.2514017171438,56.148958354095335,71.8604828074038,
Pz,203.64461946774952,264.52604529080054,219.58294867980334,114.2947357314044,135.3191106403522,
T8,202.1434768608707,339.82100176340987,363.06990343503526,146.22232466340802,150.212601904511,
AF4,21.06989982402843,15.681647197610907,16.294071631119436,31.28020205509062,12.363095598576088,
AF3,89.3762928662919,26.553927975067946,30.465585265340035,20.370951631004868,13.024649699933425,
T7,94.01624629303414,171.0310845818049,129.2514017171438,56.148958354095335,71.8604828074038,
Pz,203.64461946774952,264.52604529080054,219.58294867980334,114.2947357314044,135.3191106403522,
T8,202.1434768608707,339.82100176340987,363.06990343503526,146.22232466340802,150.212601904511,
AF4,21.06989982402843,15.681647197610907,16.294071631119436,31.28020205509062,12.363095598576088,
AF3,89.3762928662919,26.553927975067946,30.465585265340035,20.370951631004868,13.024649699933425,
T7,94.01624629303414,171.0310845818049,129.2514017171438,56.148958354095335,71.8604828074038,
Pz,203.64461946774952,264.52604529080054,219.58294867980334,114.2947357314044,135.3191106403522,
T8,202.1434768608707,339.82100176340987,363.06990343503526,146.22232466340802,150.212601904511,
AF4,21.06989982402843,15.681647197610907,16.294071631119436,31.28020205509062,12.363095598576088,
AF3,89.3762928662919,26.553927975067946,30.465585265340035,20.370951631004868,13.024649699933425,
T7,94.01624629303414,171.0310845818049,129.2514017171438,56.148958354095335,71.8604828074038,
Pz,203.64461946774952,264.52604529080054,219.58294867980334,114.2947357314044,135.3191106403522,
T8,202.1434768608707,339.82100176340987,363.06990343503526,146.22232466340802,150.212601904511,
AF4,21.06989982402843,15.681647197610907,16.294071631119436,31.28020205509062,12.363095598576088,
AF3,89.3762928662919,26.553927975067946,30.465585265340035,20.370951631004868,13.024649699933425,
T7,94.01624629303414,171.0310845818049,129.2514017171438,56.148958354095335,71.8604828074038,
Pz,203.64461946774952,264.52604529080054,219.58294867980334,114.2947357314044,135.3191106403522,
T8,202.1434768608707,339.82100176340987,363.06990343503526,146.22232466340802,150.212601904511,
AF4,21.06989982402843,15.681647197610907,16.294071631119436,31.28020205509062,12.363095598576088,
AF3,89.3762928662919,26.553927975067946,30.465585265340035,20.370951631004868,13.024649699933425,
T7,94.01624629303414,171.0310845818049,129.2514017171438,56.148958354095335,71.8604828074038,
Pz,203.64461946774952,264.52604529080054,219.58294867980334,114.2947357314044,135.3191106403522,
T8,202.1434768608707,339.82100176340987,363.06990343503526,146.22232466340802,150.212601904511,
AF4,21.06989982402843,15.681647197610907,16.294071631119436,31.28020205509062,12.363095598576088,
AF3,89.3762928662919,26.553927975067946,30.465585265340035,20.370951631004868,13.024649699933425,
T7,94.01624629303414,171.0310845818049,129.2514017171438,56.148958354095335,71.8604828074038,
Pz,203.64461946774952,264.52604529080054,219.58294867980334,114.2947357314044,135.3191106403522,
T8,202.1434768608707,339.82100176340987,363.06990343503526,146.22232466340802,150.212601904511,
AF4,21.06989982402843,15.681647197610907,16.294071631119436,31.28020205509062,12.363095598576088,
AF3,89.3762928662919,26.553927975067946,30.465585265340035,20.370951631004868,13.024649699933425,
T7,94.01624629303414,171.0310845818049,129.2514017171438,56.148958354095335,71.8604828074038,
Pz,203.64461946774952,264.52604529080054,219.58294867980334,114.2947357314044,135.3191106403522,
T8,202.1434768608707,339.82100176340987,363.06990343503526,146.22232466340802,150.212601904511,
AF4,21.06989982402843,15.681647197610907,16.294071631119436,31.28020205509062,12.363095598576088,
AF3,89.3762928662919,26.553927975067946,30.465585265340035,20.370951631004868,13.024649699933425,
T7,94.01624629303414,171.0310845818049,129.2514017171438,56.148958354095335,71.8604828074038,
Pz,203.64461946774952,264.52604529080054,219.58294867980334,114.2947357314044,135.3191106403522,
T8,202.1434768608707,339.82100176340987,363.06990343503526,146.22232466340802,150.212601904511,
AF4,21.06989982402843,15.681647197610907,16.294071631119436,31.28020205509062,12.363095598576088,
AF3,89.3762928662919,26.553927975067946,30.465585265340035,20.370951631004868,13.024649699933425,
T7,94.01624629303414,171.0310845818049,129.2514017171438,56.148958354095335,71.8604828074038,
Pz,203.64461946774952,264.52604529080054,219.58294867980334,114.2947357314044,135.3191106403522,
T8,202.1434768608707,339.82100176340987,363.06990343503526,146.22232466340802,150.212601904511,
AF4,21.06989982402843,15.681647197610907,16.294071631119436,31.28020205509062,12.363095598576088,
AF3,89.3762928662919,26.553927975067946,30.465585265340035,20.370951631004868,13.024649699933425,
T7,94.01624629303414,171.0310845818049,129.2514017171438,56.148958354095335,71.8604828074038,
Pz,203.64461946774952,264.52604529080054,219.58294867980334,114.2947357314044,135.3191106403522,
T8,202.1434768608707,339.82100176340987,363.06990343503526,146.22232466340802,150.212601904511,
AF4,21.06989982402843,15.681647197610907,16.294071631119436,31.28020205509062,12.363095598576088,
AF3,89.3762928662919,26.553927975067946,30.465585265340035,20.370951631004868,13.024649699933425,
T7,94.01624629303414,171.0310845818049,129.2514017171438,56.148958354095335,71.8604828074038,
Pz,203.64461946774952,264.52604529080054,219.58294867980334,114.2947357314044,135.3191106403522,
T8,202.1434768608707,339.82100176340987,363.06990343503526,146.22232466340802,150.212601904511,
AF4,21.06989982402843,15.681647197610907,16.294071631119436,31.28020205509062,12.363095598576088,
AF3,89.3762928662919,26.553927975067946,30.465585265340035,20.370951631004868,13.024649699933425,
T7,94.01624629303414,171.0310845818049,129.2514017171438,56.148958354095335,71.8604828074038,
Pz,203.64461946774952,264.52604529080054,219.58294867980334,114.2947357314044,135.3191106403522,
